Voter ID,Last Name,Suffix,First Name,Middle Name,Street Number,Address Suffix,House Fraction Number,Street Name,Apartment / Unit Number,Address Line 2,Address Line 3,Postal City / Town,State,Postal Zip 5,Zip +4,Mailing Street Number,Mailing Suffix,Mailing House Fraction Number,Mailing Street Name,Mailing Apartment / Unit Number,Mailing Address Line 2,Mailing Address Line 3,Mailing City / Town,Mailing State,Mailing Zip 5,Mailing Zip +4,Party,District
31,KING,AAAAA,SANDRA,GRACE,36,SE,,WILLOW ST,,BIRCH ST,,ENFIELD,NH,03441,,65,LOWER,3/4,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAB,7G,SUNSET BLVD,,Hooksett,NH,03106,,DEM,00
32,BAILEY,AAAA,KRISTEN,,21,,1/2,RIVER ROAD,17R,RIDGE ROAD,,HUDSON,NH,03051,,,,,,,,,,,,,UND,00
33,HERNANDEZ,,WENDELL,CHLOE,50,REAR,,REDWOOD DR,,WATERFRONT DR,,DOVER,NH,03820,,50,,1/4,HILLCREST DRIVE,5E,PINECONE LN,,Claremont,NH,03743,,DEM,00
34,ALLEN,,JEREMEY,,42,,1/3,RIVER ROAD,,,,HUDSON,NH,03051,,,,,,,,,,,,,REP,00
35,JACKSON,AAAAAA,JORDAN,,31,,1/4,FOREST DRIVE,,,,LACONIA,NH,03246,,,,,,,,,,,,,DEM,00
36,LOPEZ,III,OWEN,,37,NW,,WALNUT ST,,,,NASHUA,NH,03060,,,,,,,,,,,,,DEM,00
37,RIVERA,V,SCARLETT,,19,NE,,BAYVIEW BLVD,,,,MANCHESTER,NH,03101,,,,,,,,,,,,,DEM,00
38,O'MALLEY,,SCARLETT,,26,A,1/4,EVERGREEN TERRACE,9J,,,EPPING,NH,03042,,,,,,,,,,,,,REP,00
39,O'CONNOR,BSC,HANNAH,,29,,,WATERFRONT DR,15P,FOREST DRIVE,,NASHUA,NH,03060,,53,,1/3,BIRCH ST,,,,Salem,NH,03079,,DEM,00
40,JONES,MBA,ROBERT,CHASE,42,,,WILLOW ST,AAAAAAAAAAAAAAB,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBCCCCCC,,ENFIELD,NH,03441,,,,,,,,,,,,,UND,00
41,KING-SMITH,MA,HENRY,,27,C,,CRYSTAL WAY,,BAYSHORE BLVD,,EPPING,NH,03042,,,,,,,,,,,,,UND,00
42,JOHNSON-WILLIAMS,,OLIVER,,39,,1/2,HIGH ST,,,,EPPING,NH,03042,,,,,,,,,,,,,REP,00
43,JENKINS,,ELIJAH,ANDREW,31,LOWER,1/2,CENTER AVE,,O'MALLEY’S LANE,,ENFIELD,NH,03441,,,,,,,,,,,,,UND,00
44,ST. CLAIR,AAAA,HELENA,,22,,3/4,MAPLE AVE,,,,SALEM,NH,03079,,,,,,,,,,,,,UND,00
45,EDWARDS,,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAB,CHASE,15,,3/4,BROADWAY,,BAYSHORE BLVD,,NASHUA,NH,03060,,,,,,,,,,,,,UND,00
46,YOUNG,IV,MICHELE,,45,,1/2,CENTER AVE,1A,,,ENFIELD,NH,03441,,,,,,,,,,,,,DEM,00
47,HARRIS,,LAURA,EVELYN,36,SW,,BROADWAY,,RIVER ROAD,,ENFIELD,NH,03441,,,,,,,,,,,,,REP,00
48,THOMPSON,,TAYLOR,,34,SW,1/2,PINE ST,,,,CONCORD,NH,03301,,,,,,,,,,,,,DEM,00
49,SANTOS-D'SOUZA,SR.,ELIJAH,,17,,,REDWOOD DR,11L,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,00
50,EVANS,,MADISON,LUNA,4,SW,1/2,BAYSHORE BLVD,AAAAAAAAAAAAAAB,,,HOOKSETT,NH,03106,,69,,1/2,RIVER ROAD,6F,,,Laconia,NH,03246,,REP,00
51,HERNANDEZ,,PARVATI,,21,,,PINECONE LN,,,,SALEM,NH,03079,,,,,,,,,,,,,DEM,00
52,MARTINEZ,,LEAH,GABRIEL,5,,3/4,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBCCCCCC,,,,NASHUA,NH,03060,,,,,,,,,,,,,UND,00
53,REED,,AMELIA,,37,UPPER,3/4,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBCCCCCC,12M,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBCCCCCC,,NASHUA,NH,03060,,,,,,,,,,,,,DEM,00
54,COLLINS,IV,MADISON,,9,LOWER,,QUEEN-MARY AVE,,CHERRY LANE,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,REP,00
55,LOPEZ-GARCIA,PHD,KIM,,12,B,,GARDEN PATH,,,,LEBANON,NH,03766,,,,,,,,,,,,,DEM,00
56,JOHNSON-WILLIAMS,,JEREMEY,ASHLEY,8,C,,MAGNOLIA BLVD,,STONEWALL RD,,NASHUA,NH,03060,,,,,,,,,,,,,REP,00
57,HERNANDEZ,MBA,KRISTEN,,16,,,EVERGREEN TERRACE,,O'CONNELL ST,,EPPING,NH,03042,,,,,,,,,,,,,UND,00
58,BENNETT,JR.,CHARLOTTE,,15,C,1/4,QUEEN-MARY AVE,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,00
59,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBCCCCCC,,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAB,EMILY,48,D,,REDWOOD DR,18S,,,DOVER,NH,03820,,,,,,,,,,,,,UND,00
60,MC'DONALD,,OLIVER,WENDELL,17,REAR,,D'ANGELO WAY,,FOREST DRIVE,,SALEM,NH,03079,,,,,,,,,,,,,UND,00
61,O'CONNOR,,TONY,,26,,1/2,MAPLE AVE,,,,SALEM,NH,03079,,,,,,,,,,,,,UND,00
62,ST. CLAIR,DVM,MICHAEL,,18,,1/3,VICTORY AVE,,REDWOOD DR,,LEBANON,NH,03766,,,,,,,,,,,,,DEM,00
63,GARCIA,III,JANE,LUCY,8,,,BIRCH ST,15P,,,MANCHESTER,NH,03101,,,,,,,,,,,,,DEM,00
64,TURNER,,SAMUEL,DOMENICK,14,,,PINE ST,17R,,,CONCORD,NH,03301,,94,UPPER,,MEADOW LANE,18S,,,Claremont,NH,03743,,DEM,00
65,TURNER,,JANE,,23,,1/4,FOREST DRIVE,,VICTORY AVE,,LACONIA,NH,03246,,,,,,,,,,,,,DEM,00
66,COOK,,ETHAN,JAMES,31,REAR,,SYCAMORE AVE,4D,MAPLE AVE,,EPPING,NH,03042,,,,,,,,,,,,,DEM,00
67,JONES,IV,WENDELL,BENJAMIN,21,,,SPRUCE ST,,,,CONCORD,NH,03301,,,,,,,,,,,,,REP,00
68,TAYLOR,MBA,LAURA,HANNAH,27,,1/2,KING-GEORGE BLVD,1A,,,LEBANON,NH,03766,,,,,,,,,,,,,REP,00
69,MARTINEZ,,ABIGAIL,,15,A,,KING-GEORGE BLVD,6F,,,LEBANON,NH,03766,,,,,,,,,,,,,REP,00
70,PERRY,,KRISTEN,MEGAN,13,,,OAK ST,17R,,,MANCHESTER,NH,03101,,,,,,,,,,,,,DEM,00
71,EDWARDS,MBA,NATALIE,SAMUEL,19,,1/3,KING-GEORGE BLVD,,WALNUT ST,,LEBANON,NH,03766,,,,,,,,,,,,,UND,00
72,WALKER,,KRISTIN,MASON,22,,3/4,RIVER ROAD,2B,HILLCREST DRIVE,,HUDSON,NH,03051,,,,,,,,,,,,,DEM,00
73,JONES,CPA,NOAH,GABRIEL,23,,1/4,CEDAR ST,,,,LEBANON,NH,03766,,61,,,REDWOOD DR,11L,,,Hooksett,NH,03106,,DEM,00
74,SANCHEZ,V,NICK,,53,,,CHERRY LANE,18S,,,EPPING,NH,03042,,,,,,,,,,,,,DEM,00
75,BROWN,,GABRIEL,,25,D,2/3,O'CONNELL ST,2B,BAYVIEW BLVD,,HOOKSETT,NH,03106,,,,,,,,,,,,,UND,00
76,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAB,,CHRIS,JULIAN,35,,1/3,ST. JOHN’S PLACE,,,,NASHUA,NH,03060,,,,,,,,,,,,,REP,00
77,PHILLIPS,,JANE,,39,,3/4,GARDEN PATH,,GRANITE ST,,NASHUA,NH,03060,,,,,,,,,,,,,UND,00
78,CAMPBELL,,ROBERT,,27,,,GARDEN PATH,20U,,,NASHUA,NH,03060,,,,,,,,,,,,,REP,00
79,BROWN,MBA,LUCY,MASON,41,,3/4,HIGH ST,12M,ELMWOOD AVE,,EPPING,NH,03042,,12,D,,SIERRA RD,,,,Laconia,NH,03246,,REP,00
80,MC'DONALD,DVM,MICHAEL,,19,D,,LAKESIDE DRIVE,,HERITAGE LN,,NASHUA,NH,03060,,10,,,MEADOW LANE,,CRYSTAL WAY,,Dover,NH,03820,,DEM,00
81,EDWARDS,,ZACHARY,HENRY,12,LOWER,1/4,ST. JOHN’S PLACE,,MAGNOLIA BLVD,,LACONIA,NH,03246,,,,,,,,,,,,,DEM,00
82,ROBINSON,DVM,PARVATI,,15,D,3/4,SUNRISE BLVD,2B,,,DOVER,NH,03820,,,,,,,,,,,,,DEM,00
83,ROBERTS,JR.,JORDAN,VICTORIA,33,B,,HIGH ST,,STONEWALL RD,,EPPING,NH,03042,,,,,,,,,,,,,UND,00
84,ROBINSON,III,HANNAH,LAUREL,44,A,,CHERRY LANE,BBBBBBBBBBBBBBCC,,,NASHUA,NH,03060,,,,,,,,,,,,,UND,00
85,PERRY,,LUCY,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAB,15,B,,VICTORY AVE,,,,SALEM,NH,03079,,,,,,,,,,,,,UND,00
86,BROOKS,,MADISON,DAVID,43,REAR,,CEDAR ST,,,,LEBANON,NH,03766,,,,,,,,,,,,,DEM,00
87,COOK,JR.,TAYLOR,,6,NW,,BAYSHORE BLVD,,,,HOOKSETT,NH,03106,,24,,3/4,PINE ST,,SUNSET BLVD,,Salem,NH,03079,,UND,00
88,O'MALLEY,,CHASE,,27,,1/2,STONEWALL RD,AAAAAAAAAAAAAAB,CHERRY LANE,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,DEM,00
89,TURNER,DDS,CHLOE,,23,SW,,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBCCCCCC,,,,NASHUA,NH,03060,,,,,,,,,,,,,DEM,00
90,BELL,,JANE,,25,,3/4,D'ANGELO WAY,7G,,,SALEM,NH,03079,,,,,,,,,,,,,REP,00
91,MC'DONALD,,LUNA,,13,,1/2,MAGNOLIA BLVD,7G,,,NASHUA,NH,03060,,51,,1/3,SMITH-JONES RD,,SPRUCE ST,,Laconia,NH,03246,,UND,00
92,ANDERSON,DVM,MADISON,ROBERT,23,SW,,VICTORY AVE,,,,SALEM,NH,03079,,41,D,,CENTER AVE,4D,FOREST DRIVE,,Concord,NH,03301,,UND,00
93,PARKER,,LUCAS,TONY,37,SW,,CRYSTAL WAY,16Q,,,EPPING,NH,03042,,,,,,,,,,,,,REP,00
94,WOOD,AAAA,OLIVER,LUCY,34,C,,RIVER ROAD,,MEADOW LANE,,HUDSON,NH,03051,,,,,,,,,,,,,UND,00
95,CLARK,,HANNAH,,14,REAR,,D'ANGELO WAY,10K,CRESCENT ST,,LEBANON,NH,03766,,57,,1/3,SIERRA RD,,,,Manchester,NH,03101,,DEM,00
96,LOPEZ-GARCIA,,CIRIE,,18,REAR,1/4,SPRUCE ST,,CHERRY LANE,,CONCORD,NH,03301,,,,,,,,,,,,,DEM,00
97,WILLIAMS,BA,AIDEN,,13,UPPER,,SUNRISE BLVD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,00
98,GREEN,ESQ.,ISAAC,ELIJAH,11,SW,2/3,QUEEN-MARY AVE,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,REP,00
99,FLORES,III,SANDRA,,39,LOWER,,CEDAR ST,,,,LEBANON,NH,03766,,,,,,,,,,,,,UND,00
100,MITCHELL,AAAAA,AURORA,,2,B,1/2,BAYSHORE BLVD,16Q,,,HOOKSETT,NH,03106,,,,,,,,,,,,,UND,00
101,NGUYEN-LE,DDS,MIA,ISABELLA,20,,,MAIN ST,AAAAAAAAAAAAAAB,WALNUT ST,,DOVER,NH,03820,,,,,,,,,,,,,UND,00
102,WOOD,SR.,ABIGAIL,,17,,3/4,MAGNOLIA BLVD,19T,,,NASHUA,NH,03060,,55,,,ST. JOHN’S PLACE,14O,GRANITE ST,,Nashua,NH,03060,,REP,00
103,RUSSELL,AAAAA,KRISTIN,KRISTEN,40,,1/3,SYCAMORE AVE,,,,EPPING,NH,03042,,84,NW,,MAGNOLIA BLVD,,,,Enfield,NH,03441,,REP,00
104,SANCHEZ,III,LAUREL,ELIJAH,25,,,LAKESIDE DRIVE,2B,,,NASHUA,NH,03060,,,,,,,,,,,,,DEM,00
105,LOPEZ-GARCIA,,SARAH,,23,,,GARDEN PATH,,,,NASHUA,NH,03060,,,,,,,,,,,,,UND,00
106,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAB,,WENDELL,HELENA,36,B,1/4,VICTORY AVE,13N,RIVER ROAD,,LEBANON,NH,03766,,,,,,,,,,,,,REP,00
107,JEAN-LUC,,JOHN,,51,B,3/4,MAPLE AVE,,BAYSHORE BLVD,,LACONIA,NH,03246,,57,,3/4,ELM ST,7G,,,Claremont,NH,03743,,DEM,00
108,SULLIVAN,,JAMES,,12,SE,3/4,MAIN ST,,MAIN ST,,DOVER,NH,03820,,,,,,,,,,,,,UND,00
109,ANNE-MARIE,II,ETHAN,,22,,,VICTORY AVE,,SMITH-JONES RD,,LEBANON,NH,03766,,70,LOWER,1/3,BAYSHORE BLVD,,,,Nashua,NH,03060,,REP,00
110,WILLIAMS,MSC,AIDEN,,42,,,ELM ST,5E,,,CONCORD,NH,03301,,,,,,,,,,,,,DEM,00
111,SCOTT,,SOPHIA,TAYLOR,12,,3/4,SUNRISE BLVD,,REDWOOD DR,,LEBANON,NH,03766,,,,,,,,,,,,,REP,00
112,JACKSON,DVM,MICHELE,ADAM,51,FRONT,,EVERGREEN TERRACE,,,,HUDSON,NH,03051,,,,,,,,,,,,,UND,00
113,COOK,,CALEB,CHASE,17,SE,1/2,QUEEN-MARY AVE,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,REP,00
114,SMITH,MSC,AURORA,,35,SW,,HIGH ST,,SMITH-JONES RD,,EPPING,NH,03042,,,,,,,,,,,,,REP,00
115,LONG,SR.,JULIAN,,21,,,QUEEN-MARY AVE,1A,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,00
116,LOPEZ,JR.,SOPHIA,,20,,1/3,MAPLE AVE,2B,BAYVIEW BLVD,,SALEM,NH,03079,,47,,,PINECONE LN,,RIDGE ROAD,,Lebanon,NH,03766,,REP,00
117,ORTIZ,,MICHELE,,15,A,,QUEEN-MARY AVE,20U,ST. JOHN’S PLACE,,PORTSMOUTH,NH,03801,,19,REAR,,STONEWALL RD,20U,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAB,,Epping,NH,03042,,REP,00
118,JOHNSON,JR.,SOPHIE,JONAH,43,A,,MAPLE AVE,12M,GRANITE ST,,LACONIA,NH,03246,,3,NE,,BAYVIEW BLVD,18S,CRESCENT ST,,Enfield,NH,03441,,UND,00
119,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAB,,MADISON,KRISTEN,15,NW,,O'MALLEY’S LANE,,,,SALEM,NH,03079,,36,UPPER,,MAPLE AVE,,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAB,,Lebanon,NH,03766,,DEM,00
120,ADAMS,V,JAMES,,27,,1/3,LAKESIDE DRIVE,,HIGH ST,,NASHUA,NH,03060,,,,,,,,,,,,,REP,00
121,ADAMS,,HANNAH,,31,FRONT,3/4,SUNRISE BLVD,8H,STONEWALL RD,,DOVER,NH,03820,,52,REAR,1/2,CRESCENT ST,,STONEWALL RD,,Nashua,NH,03060,,DEM,00
122,MITCHELL,DDS,LOGAN,WENDELL,21,,2/3,EVERGREEN TERRACE,,,,HUDSON,NH,03051,,,,,,,,,,,,,REP,00
123,PHILLIPS,CPA,KIM,MICHELE,17,B,,MEADOW LANE,,SUNRISE BLVD,,LACONIA,NH,03246,,,,,,,,,,,,,REP,00
124,SCOTT,,CIRIE,,55,SW,,SYCAMORE AVE,16Q,ELMWOOD AVE,,EPPING,NH,03042,,,,,,,,,,,,,REP,00
125,ADAMS,,SARAH,,11,D,,MAPLE AVE,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,00
126,JOHNSON,SR.,ELIJAH,,29,,1/3,D'ANGELO WAY,,HERITAGE LN,,SALEM,NH,03079,,,,,,,,,,,,,DEM,00
127,RICE,,ABIGAIL,,39,,1/2,WATERFRONT DR,17R,,,NASHUA,NH,03060,,25,,1/4,O'CONNELL ST,,LAKESIDE DRIVE,,Epping,NH,03042,,UND,00
128,PEREZ,,HARRISON,RILEY,46,SE,,VICTORY AVE,,,,LEBANON,NH,03766,,,,,,,,,,,,,REP,00
129,BAILEY,MSC,KRISTEN,,43,SW,,CEDAR ST,,SPRUCE ST,,LEBANON,NH,03766,,,,,,,,,,,,,DEM,00
130,CAMPBELL,MSC,HARRISON,EMILY,28,FRONT,2/3,ELM ST,16Q,HIGH ST,,CONCORD,NH,03301,,,,,,,,,,,,,UND,00
131,KING-SMITH,,MADISON,,22,,1/3,MAIN ST,10K,BAYVIEW BLVD,,DOVER,NH,03820,,,,,,,,,,,,,REP,00
132,JENKINS,AAAA,HARRISON,ANDREW,26,REAR,,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBCCCCCC,7G,,,HUDSON,NH,03051,,,,,,,,,,,,,UND,00
133,WHITE,,ISAAC,KRISTIN,17,,1/3,HERITAGE LN,13N,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,00
134,COOPER,IV,CHRIS,,47,NW,,CHERRY LANE,,,,EPPING,NH,03042,,,,,,,,,,,,,REP,00
135,JOHNSON-WILLIAMS,DVM,TOMMY,AUBRY,10,SE,1/4,ST. JOHN’S PLACE,5E,,,LACONIA,NH,03246,,,,,,,,,,,,,REP,00
136,EVANS,,AUBRY,,7,,,FOREST DRIVE,20U,KING-GEORGE BLVD,,LACONIA,NH,03246,,,,,,,,,,,,,UND,00
137,MORGAN,V,HENRY,,2,,3/4,ELMWOOD AVE,6F,MAGNOLIA BLVD,,LEBANON,NH,03766,,80,,1/3,MAPLE AVE,14O,HILLCREST DRIVE,,Manchester,NH,03101,,DEM,00
138,GRAY,,CALEB,LUCAS,18,SW,3/4,O'CONNELL ST,,CEDAR ST,,MANCHESTER,NH,03101,,47,UPPER,1/3,CEDAR ST,,,,Dover,NH,03820,,UND,00
139,MARTIN,,ISABELLA,,9,FRONT,,GRANITE ST,,,,LACONIA,NH,03246,,,,,,,,,,,,,REP,00
140,JOHNSON-WILLIAMS,JR.,LOGAN,SARAH,64,NW,3/4,WALNUT ST,6F,ELMWOOD AVE,,LEBANON,NH,03766,,,,,,,,,,,,,DEM,00
141,MARTINEZ,,MADISON,,19,,1/4,HIGH ST,11L,CENTER AVE,,EPPING,NH,03042,,45,,2/3,REDWOOD DR,12M,PINE ST,,Claremont,NH,03743,,UND,00
142,MC'DONALD,,ABIGAIL,OLIVIA,17,,3/4,PINECONE LN,,OAK ST,,SALEM,NH,03079,,,,,,,,,,,,,DEM,00
143,JENKINS,V,STELLA,WENDELL,39,,3/4,FOREST DRIVE,17R,SUNSET BLVD,,LACONIA,NH,03246,,,,,,,,,,,,,DEM,00
144,PETERSON,,ELLA,CALEB,24,NW,,MAPLE AVE,,PINE ST,,SALEM,NH,03079,,28,A,,RIVER ROAD,2B,,,Concord,NH,03301,,DEM,00
145,HOWELL,DVM,SOPHIA,,22,C,,MAIN ST,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,00
146,MILLER,,AVERY,NICK,8,,,SUNRISE BLVD,,,,LEBANON,NH,03766,,,,,,,,,,,,,UND,00
147,BELL,,EMILY,MARK,19,,,BROADWAY,,REDWOOD DR,,NASHUA,NH,03060,,,,,,,,,,,,,REP,00
148,BELL,V,ETHAN,,13,,,OAK ST,13N,,,MANCHESTER,NH,03101,,,,,,,,,,,,,DEM,00
149,KING,,ETHAN,LUCAS,26,A,3/4,EVERGREEN TERRACE,13N,,,EPPING,NH,03042,,,,,,,,,,,,,REP,00
150,SMITH,,LUNA,LAUREL,51,,1/4,CRYSTAL WAY,12M,O'MALLEY’S LANE,,EPPING,NH,03042,,,,,,,,,,,,,UND,00
151,NGUYEN-LE,DVM,NOAH,,32,,1/3,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBCCCCCC,6F,,,HUDSON,NH,03051,,,,,,,,,,,,,REP,00
152,MITCHELL,,HARPER,ASHLEY,24,REAR,1/2,BAYVIEW BLVD,3C,KING-GEORGE BLVD,,HOOKSETT,NH,03106,,,,,,,,,,,,,DEM,00
153,HALL,,DENISE,,64,,1/3,WALNUT ST,3C,,,LEBANON,NH,03766,,71,LOWER,2/3,ST. JOHN’S PLACE,,,,Nashua,NH,03060,,DEM,00
154,LEE,,KIM,CIRIE,28,,,CENTER AVE,5E,,,LEBANON,NH,03766,,,,,,,,,,,,,UND,00
155,RAMIREZ,,SOPHIA,,17,,1/3,SPRUCE ST,15P,CRYSTAL WAY,,CONCORD,NH,03301,,20,A,,VICTORY AVE,18S,HERITAGE LN,,Hudson,NH,03051,,UND,00
